Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (long, bool&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (long, bool&)>, boost::function<void (boost::signals2::connection const&, long, bool&)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [622]
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (int), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (int)>, boost::function<void (boost::signals2::connection const&, int)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [614]
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (Config const&, CNode*, CConnman&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (Config const&, CNode*, CConnman&)>, boost::function<void (boost::signals2::connection const&, Config const&, CNode*, CConnman&)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [570]
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (bool), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (bool)>, boost::function<void (boost::signals2::connection const&, bool)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [610]
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (std::function<void ()>), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (std::function<void ()>)>, boost::function<void (boost::signals2::connection const&, std::function<void ()>)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [606]
                0.00    0.00       1/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (CWallet*), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (CWallet*)>, boost::function<void (boost::signals2::connection const&, CWallet*)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [551]
                0.00    0.00       2/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (bool, CBlockIndex const*), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (bool, CBlockIndex const*)>, boost::function<void (boost::signals2::connection const&, bool, CBlockIndex const*)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [331]
                0.00    0.00       2/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (CRPCCommand const&), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void (CRPCCommand const&)>, boost::function<void (boost::signals2::connection const&, CRPCCommand const&)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [327]
                0.00    0.00       4/27          boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [267]
[238]    0.0    0.00    0.00      27         boost::detail::sp_counted_impl_p<boost::signals2::optional_last_value<void> >::~sp_counted_impl_p() [238]
-----------------------------------------------
                0.00    0.00       2/27          benchmark::BenchRunner::RunAll(double) [81]
                0.00    0.00      25/27          benchmark::BenchRunner::BenchRunner(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::function<void (benchmark::State&)>) [3566]
[239]    0.0    0.00    0.00      27         boost::system::system_error::what() const [239]
-----------------------------------------------
                0.00    0.00       1/26          benchmark::BenchRunner::RunAll(double) [81]
                0.00    0.00      25/26          benchmark::BenchRunner::BenchRunner(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::function<void (benchmark::State&)>) [3566]
[240]    0.0    0.00    0.00      26         benchmark::BenchRunner::benchmarks[abi:cxx11]() [240]
-----------------------------------------------
                0.00    0.00      26/26          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, void>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [4417]
[241]    0.0    0.00    0.00      26         __tcf_0 [241]
-----------------------------------------------
                0.00    0.00       8/17          CClientUIInterface::CClientUIInterface() [1907]
                0.00    0.00       9/17          CMainSignals::CMainSignals() [1740]
[242]    0.0    0.00    0.00      17         boost::signals2::mutex::mutex() [242]
-----------------------------------------------
                0.00    0.00       4/16          boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::date() const [285]
                0.00    0.00      12/16          boost::gregorian::to_tm(boost::gregorian::date const&) [281]
[243]    0.0    0.00    0.00      16         boost::date_time::gregorian_calendar_base<boost::date_time::year_month_day_base<boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day>, unsigned int>::from_day_number(unsigned int) [243]
-----------------------------------------------
                0.00    0.00       4/16          GetTimeMicros() [262]
                0.00    0.00       4/16          DateTimeStrFormat[abi:cxx11](char const*, long) [264]
                0.00    0.00       4/16          boost::date_time::microsec_clock<boost::posix_time::ptime>::create_time(tm* (*)(long const*, tm*)) [275]
                0.00    0.00       4/16          boost::gregorian::to_tm(boost::gregorian::date const&) [281]
[244]    0.0    0.00    0.00      16         boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [244]
-----------------------------------------------
                0.00    0.00       8/16          DateTimeStrFormat[abi:cxx11](char const*, long) [264]
                0.00    0.00       8/16          boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_facet(char const*, boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::special_values_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >, unsigned long) [273]
[245]    0.0    0.00    0.00      16         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [245]
                0.00    0.00      96/97          AddedNodeInfo* std::__uninitialized_fill_n<false>::__uninit_fill_n<AddedNodeInfo*, unsigned long, AddedNodeInfo>(AddedNodeInfo*, unsigned long, AddedNodeInfo const&) [221]
-----------------------------------------------
                0.00    0.00       8/16          TxConfirmStats::Initialize(std::vector<double, std::allocator<double> >&, unsigned int, double) [523]
                0.00    0.00       8/16          CBlockPolicyEstimator::CBlockPolicyEstimator(CFeeRate const&) [527]
[246]    0.0    0.00    0.00      16         void std::vector<double, std::allocator<double> >::_M_emplace_back_aux<double>(double&&) [246]
-----------------------------------------------
                0.00    0.00       6/15          CClientUIInterface::CClientUIInterface() [1907]
                0.00    0.00       9/15          CMainSignals::CMainSignals() [1740]
[247]    0.0    0.00    0.00      15         boost::shared_ptr<boost::signals2::optional_last_value<void> >::shared_ptr<boost::signals2::optional_last_value<void> >(boost::signals2::optional_last_value<void>*) [247]
-----------------------------------------------
                               10304             std::_Rb_tree<leveldb::FileMetaData*, leveldb::FileMetaData*, std::_Identity<leveldb::FileMetaData*>, leveldb::VersionSet::Builder::BySmallestKey, std::allocator<leveldb::FileMetaData*> >::_M_erase(std::_Rb_tree_node<leveldb::FileMetaData*>*) [248]
                0.00    0.00       7/14          leveldb::VersionSet::Recover(bool*) [67]
                0.00    0.00       7/14          leveldb::VersionSet::LogAndApply(leveldb::VersionEdit*, leveldb::port::Mutex*) [68]
[248]    0.0    0.00    0.00      14+10304   std::_Rb_tree<leveldb::FileMetaData*, leveldb::FileMetaData*, std::_Identity<leveldb::FileMetaData*>, leveldb::VersionSet::Builder::BySmallestKey, std::allocator<leveldb::FileMetaData*> >::_M_erase(std::_Rb_tree_node<leveldb::FileMetaData*>*) [248]
                               10304             std::_Rb_tree<leveldb::FileMetaData*, leveldb::FileMetaData*, std::_Identity<leveldb::FileMetaData*>, leveldb::VersionSet::Builder::BySmallestKey, std::allocator<leveldb::FileMetaData*> >::_M_erase(std::_Rb_tree_node<leveldb::FileMetaData*>*) [248]
-----------------------------------------------
                0.00    0.00       4/12          boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~date_facet() [274]
                0.00    0.00       8/12          DateTimeStrFormat[abi:cxx11](char const*, long) [264]
[249]    0.0    0.00    0.00      12         boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~period_formatter() [249]
-----------------------------------------------
                0.00    0.00       1/10          leveldb::DB::Open(leveldb::Options const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, leveldb::DB**) [46]
                0.00    0.00       1/10          leveldb::VersionSet::WriteSnapshot(leveldb::log::Writer*) [73]
                0.00    0.00       2/10          leveldb::VersionSet::Recover(bool*) [67]
                0.00    0.00       6/10          leveldb::VersionEdit::Clear() [257]
[250]    0.0    0.00    0.00      10         std::_Rb_tree<std::pair<int, unsigned long>, std::pair<int, unsigned long>, std::_Identity<std::pair<int, unsigned long> >, std::less<std::pair<int, unsigned long> >, std::allocator<std::pair<int, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<int, unsigned long> >*) [250]
-----------------------------------------------
                0.00    0.00       8/8           MyDb(benchmark::State&) [80]
[251]    0.0    0.00    0.00       8         boost::condition_variable::condition_variable() [251]
-----------------------------------------------
                0.00    0.00       4/8           DateTimeStrFormat[abi:cxx11](char const*, long) [264]
                0.00    0.00       4/8           boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_facet(char const*, boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::special_values_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >, unsigned long) [273]
[252]    0.0    0.00    0.00       8         boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::period_formatter(boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > > const&) [252]
                0.00    0.00      32/188         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_emplace_back_aux<unsigned char>(unsigned char&&) [216]
-----------------------------------------------
                0.00    0.00       8/8           boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, boost::posix_time::ptime const&) const [284]
[253]    0.0    0.00    0.00       8         boost::iterator_range<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > boost::algorithm::detail::first_finderF<char const*, boost::algorithm::is_equal>::operator()<__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >(__gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >) const [253]
-----------------------------------------------
                0.00    0.00       4/8           boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::dispose() [270]
                0.00    0.00       4/8           boost::signals2::signal<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::signal(boost::signals2::optional_last_value<void> const&, std::less<int> const&) [344]
[254]    0.0    0.00    0.00       8         std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::_M_clear() [254]
-----------------------------------------------
                0.00    0.00       4/8           boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::dispose() [270]
                0.00    0.00       4/8           boost::signals2::signal<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::signal(boost::signals2::optional_last_value<void> const&, std::less<int> const&) [344]
[255]    0.0    0.00    0.00       8         std::_Rb_tree<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >, std::_Select1st<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > > >, boost::signals2::detail::group_key_less<int, std::less<int> >, std::allocator<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > > > >::_M_erase(std::_Rb_tree_node<std::pair<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> > const, std::_List_iterator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > > >*) [255]
-----------------------------------------------
                0.00    0.00       8/8           std::_Rb_tree<unsigned char, std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<unsigned char>, std::allocator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, unsigned char const&) [4852]
[256]    0.0    0.00    0.00       8         std::_Rb_tree<unsigned char, std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::_Select1st<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::less<unsigned char>, std::allocator<std::pair<unsigned char const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::_M_get_insert_unique_pos(unsigned char const&) [256]
-----------------------------------------------
                0.00    0.00       1/6           leveldb::DB::Open(leveldb::Options const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, leveldb::DB**) [46]
                0.00    0.00       1/6           leveldb::VersionSet::WriteSnapshot(leveldb::log::Writer*) [73]
                0.00    0.00       2/6           leveldb::VersionEdit::DecodeFrom(leveldb::Slice const&) [82]
                0.00    0.00       2/6           leveldb::VersionSet::Recover(bool*) [67]
[257]    0.0    0.00    0.00       6         leveldb::VersionEdit::Clear() [257]
                0.00    0.00       6/10          std::_Rb_tree<std::pair<int, unsigned long>, std::pair<int, unsigned long>, std::_Identity<std::pair<int, unsigned long> >, std::less<std::pair<int, unsigned long> >, std::allocator<std::pair<int, unsigned long> > >::_M_erase(std::_Rb_tree_node<std::pair<int, unsigned long> >*) [250]
-----------------------------------------------
                0.00    0.00       3/6           leveldb::VersionEdit::DecodeFrom(leveldb::Slice const&) [82]
                0.00    0.00       3/6           leveldb::VersionSet::WriteSnapshot(leveldb::log::Writer*) [73]
[258]    0.0    0.00    0.00       6         void std::vector<std::pair<int, leveldb::InternalKey>, std::allocator<std::pair<int, leveldb::InternalKey> > >::_M_emplace_back_aux<std::pair<int, leveldb::InternalKey> >(std::pair<int, leveldb::InternalKey>&&) [258]
-----------------------------------------------
                0.00    0.00       1/5           MyDb(benchmark::State&) [80]
                0.00    0.00       4/5           LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[259]    0.0    0.00    0.00       5         boost::unique_lock<boost::mutex>::lock() [259]
-----------------------------------------------
                0.00    0.00       1/5           leveldb::MemTable::MemTable(leveldb::InternalKeyComparator const&) [715]
                0.00    0.00       1/5           leveldb::MemTable::~MemTable() [716]
                0.00    0.00       1/5           leveldb::VersionSet::~VersionSet() [689]
                0.00    0.00       2/5           leveldb::DBImpl::~DBImpl() [87]
[260]    0.0    0.00    0.00       5         leveldb::Comparator::~Comparator() [260]
-----------------------------------------------
                0.00    0.00       1/4           RandomInit() [764]
                0.00    0.00       3/4           CDBWrapper::CDBWrapper(boost::filesystem::path const&, unsigned long, bool, bool, bool) [32]
[261]    0.0    0.00    0.00       4         LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
                0.00    0.00       4/4           GetTimeMicros() [262]
                0.00    0.00       4/4           GetLogTimeMicros() [263]
                0.00    0.00       4/4           DateTimeStrFormat[abi:cxx11](char const*, long) [264]
                0.00    0.00       4/5           boost::unique_lock<boost::mutex>::lock() [259]
                0.00    0.00       4/4           boost::mutex::unlock() [266]
                0.00    0.00       4/4           __tcf_0 [294]
                0.00    0.00       1/1           DebugPrintInit() [511]
-----------------------------------------------
                0.00    0.00       4/4           LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[262]    0.0    0.00    0.00       4         GetTimeMicros() [262]
                0.00    0.00       4/16          boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [244]
                0.00    0.00       4/4           boost::date_time::microsec_clock<boost::posix_time::ptime>::create_time(tm* (*)(long const*, tm*)) [275]
                0.00    0.00       4/4           boost::date_time::counted_time_system<boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> >::subtract_times(boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&, boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config> const&) [277]
-----------------------------------------------
                0.00    0.00       4/4           LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[263]    0.0    0.00    0.00       4         GetLogTimeMicros() [263]
-----------------------------------------------
                0.00    0.00       4/4           LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[264]    0.0    0.00    0.00       4         DateTimeStrFormat[abi:cxx11](char const*, long) [264]
                0.00    0.00      52/188         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_emplace_back_aux<unsigned char>(unsigned char&&) [216]
                0.00    0.00      16/42          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector() [228]
                0.00    0.00      12/42          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [227]
                0.00    0.00      12/48          void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::emplace_back<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [225]
                0.00    0.00       8/16          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > const&) [245]
                0.00    0.00       8/12          boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::~period_formatter() [249]
                0.00    0.00       4/4           boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_generator_formatter() [279]
                0.00    0.00       4/8           boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::period_formatter(boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > > const&) [252]
                0.00    0.00       4/4           boost::date_time::date_facet<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::date_facet(char const*, boost::date_time::period_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::special_values_formatter<char, std::ostreambuf_iterator<char, std::char_traits<char> > >, boost::date_time::date_generator_formatter<boost::gregorian::date, char, std::ostreambuf_iterator<char, std::char_traits<char> > >, unsigned long) [273]
                0.00    0.00       4/4           std::locale::locale<boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > > >(std::locale const&, boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > >*) [286]
                0.00    0.00       4/16          boost::gregorian::date::date(boost::gregorian::greg_year, boost::gregorian::greg_month, boost::gregorian::greg_day) [244]
                0.00    0.00       4/4           boost::date_time::counted_time_rep<boost::posix_time::millisec_posix_time_system_config>::counted_time_rep(boost::gregorian::date const&, boost::posix_time::time_duration const&) [276]
                0.00    0.00       4/4           std::basic_ostream<char, std::char_traits<char> >& boost::posix_time::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::posix_time::ptime const&) [265]
-----------------------------------------------
                0.00    0.00       4/4           DateTimeStrFormat[abi:cxx11](char const*, long) [264]
[265]    0.0    0.00    0.00       4         std::basic_ostream<char, std::char_traits<char> >& boost::posix_time::operator<< <char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, boost::posix_time::ptime const&) [265]
                0.00    0.00       4/4           boost::date_time::time_facet<boost::posix_time::ptime, char, std::ostreambuf_iterator<char, std::char_traits<char> > >::put(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, boost::posix_time::ptime const&) const [284]
-----------------------------------------------
                0.00    0.00       4/4           LogPrintStr(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [261]
[266]    0.0    0.00    0.00       4         boost::mutex::unlock() [266]
-----------------------------------------------
                                   4             boost::detail::sp_counted_base::release() <cycle 1> [217]
[267]    0.0    0.00    0.00       4         boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::dispose() <cycle 1> [267]
                0.00    0.00       4/27          boost::detail::sp_counted_impl_p<boost::signals2::optional_last_value<void> >::~sp_counted_impl_p() [238]
                0.00    0.00       4/4           boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::~sp_counted_impl_p() [271]
                                   8             boost::detail::sp_counted_base::release() <cycle 1> [217]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex> >::dispose() <cycle 1> [269]
[268]    0.0    0.00    0.00       4         boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p() [268]
-----------------------------------------------
                                   4             boost::detail::sp_counted_base::release() <cycle 1> [217]
[269]    0.0    0.00    0.00       4         boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex> >::dispose() <cycle 1> [269]
                0.00    0.00       4/4           boost::detail::sp_counted_impl_p<boost::signals2::detail::signal_impl<void (), boost::signals2::optional_last_value<void>, int, std::less<int>, boost::function<void ()>, boost::function<void (boost::signals2::connection const&)>, boost::signals2::mutex>::invocation_state>::~sp_counted_impl_p() [268]
                                   4             boost::detail::sp_counted_base::release() <cycle 1> [217]
-----------------------------------------------
                0.00    0.00       4/4           boost::detail::sp_counted_base::release() <cycle 1> [217]
[270]    0.0    0.00    0.00       4         boost::detail::sp_counted_impl_p<boost::signals2::detail::grouped_list<int, std::less<int>, boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::dispose() [270]
                0.00    0.00       4/8           std::__cxx11::_List_base<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> >, std::allocator<boost::shared_ptr<boost::signals2::detail::connection_body<std::pair<boost::signals2::detail::slot_meta_group, boost::optional<int> >, boost::signals2::slot<void (), boost::function<void ()> >, boost::signals2::mutex> > > >::_M_clear() [254]
